OBJECTID,IDTRAMO,FECHAACTUAL,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
239,4_354330_174__364_I,20150709,4,354330,091,9A,2,1,174,,364,9,TI,I,SAINZ DE BARANDA,28,079,MADRID,A,Calle del Doctor Esquerdo N 103,20150325,20150325,,837.984,26.81,4,93,324,,,4__9_A____2_IT_1_4_174__364_TI_I_9,,,,4__9_A__,4__9_A____2_IT_1,4_174,4_174_,4_174_364
240,4_354329_175__365_I,20150709,4,354329,091,9A,1,1,175,,365,17,TI,I,ESTRELLA,28,079,MADRID,A,Calle del Camino de los Vinateros N 1,20150325,20150325,,840.255,26.81,4,93,212,,,4__9_A____1_IT_1_4_175__365_TI_I_17,,,,4__9_A__,4__9_A____1_IT_1,4_175,4_175_,4_175_365
241,4_354330_175__366_I,20150709,4,354330,091,9A,2,1,175,,366,8,TI,I,ESTRELLA,28,079,MADRID,A,Calle del Camino de los Vinateros N 1,20150325,20150325,,904.737,26.81,4,93,212,,,4__9_A____2_IT_1_4_175__366_TI_I_8,,,,4__9_A__,4__9_A____2_IT_1,4_175,4_175_,4_175_366
242,4_354329_176__367_I,20150709,4,354329,091,9A,1,1,176,,367,18,TI,I,VINATEROS,28,079,MADRID,A,Calle del Camino de los Vinateros N 70,20150325,20150325,,905.122,26.81,4,93,372,,,4__9_A____1_IT_1_4_176__367_TI_I_18,,,,4__9_A__,4__9_A____1_IT_1,4_176,4_176_,4_176_367
243,4_354330_176__368_I,20150709,4,354330,091,9A,2,1,176,,368,7,TI,I,VINATEROS,28,079,MADRID,A,Calle del Camino de los Vinateros N 70,20150325,20150325,,851.189,26.81,4,93,372,,,4__9_A____2_IT_1_4_176__368_TI_I_7,,,,4__9_A__,4__9_A____2_IT_1,4_176,4_176_,4_176_368
244,4_354329_177__369_I,20150709,4,354329,091,9A,1,1,177,,369,19,TI,I,ARTILLEROS,28,079,MADRID,A,Calle del Camino de los Vinateros N 210,20150325,20150325,,853.276,26.81,4,93,144,,,4__9_A____1_IT_1_4_177__369_TI_I_19,,,,4__9_A__,4__9_A____1_IT_1,4_177,4_177_,4_177_369
245,4_354330_177__370_I,20150709,4,354330,091,9A,2,1,177,,370,6,TI,I,ARTILLEROS,28,079,MADRID,A,Calle del Camino de los Vinateros N 210,20150325,20150325,,940.51,26.81,4,93,144,,,4__9_A____2_IT_1_4_177__370_TI_I_6,,,,4__9_A__,4__9_A____2_IT_1,4_177,4_177_,4_177_370
246,4_354329_178__371_I,20150709,4,354329,091,9A,1,1,178,,371,20,TI,I,PAVONES,28,079,MADRID,A,Calle de la Hacienda de Pavones N 342,20150325,20150325,,938.025,26.81,4,91,52,,,4__9_A____1_IT_1_4_178__371_TI_I_20,,,,4__9_A__,4__9_A____1_IT_1,4_178,4_178_,4_178_371
247,4_354330_178__372_I,20150709,4,354330,091,9A,2,1,178,,372,5,TI,I,PAVONES,28,079,MADRID,A,Calle de la Hacienda de Pavones N 342,20150325,20150325,,1417.659,26.81,4,91,52,,,4__9_A____2_IT_1_4_178__372_TI_I_5,,,,4__9_A__,4__9_A____2_IT_1,4_178,4_178_,4_178_372
248,4_354329_179__373_I,20150709,4,354329,091,9A,1,1,179,,373,21,TI,I,VALDEBERNARDO,28,079,MADRID,A,Bulv de Indalecio Prieto N 26,20150325,20150325,,1412.685,26.81,4,93,361,,,4__9_A____1_IT_1_4_179__373_TI_I_21,,,,4__9_A__,4__9_A____1_IT_1,4_179,4_179_,4_179_373
249,4_354330_179__374_I,20150709,4,354330,091,9A,2,1,179,,374,4,TI,I,VALDEBERNARDO,28,079,MADRID,A,Bulv de Indalecio Prieto N 26,20150325,20150325,,1381.312,26.81,4,93,361,,,4__9_A____2_IT_1_4_179__374_TI_I_4,,,,4__9_A__,4__9_A____2_IT_1,4_179,4_179_,4_179_374
250,4_354329_180__375_I,20150709,4,354329,091,9A,1,1,180,,375,22,TI,I,VICALVARO,28,079,MADRID,A,Calle de San Cipriano N 11,20150325,20150325,,1384.662,26.81,4,93,26,,,4__9_A____1_IT_1_4_180__375_TI_I_22,,,,4__9_A__,4__9_A____1_IT_1,4_180,4_180_,4_180_375
251,4_354330_180__376_I,20150709,4,354330,091,9A,2,1,180,,376,3,TI,I,VICALVARO,28,079,MADRID,A,Calle de San Cipriano N 11,20150325,20150325,,512.747,26.81,4,93,26,,,4__9_A____2_IT_1_4_180__376_TI_I_3,,,,4__9_A__,4__9_A____2_IT_1,4_180,4_180_,4_180_376
252,4_354330_181__378_I,20150709,4,354330,091,9A,2,1,181,,378,2,TI,I,SAN CIPRIANO,28,079,MADRID,A,Calle de San Cipriano N 68,20150325,20150325,,648.056,26.81,4,93,327,,,4__9_A____2_IT_1_4_181__378_TI_I_2,,,,4__9_A__,4__9_A____2_IT_1,4_181,4_181_,4_181_378
253,4_354329_181__377_I,20150709,4,354329,091,9A,1,1,181,,377,23,TI,I,SAN CIPRIANO,28,079,MADRID,A,Calle de San Cipriano N 68,20150325,20150325,,512.031,26.81,4,93,327,,,4__9_A____1_IT_1_4_181__377_TI_I_23,,,,4__9_A__,4__9_A____1_IT_1,4_181,4_181_,4_181_377
254,4_330932_182__382_C,20150709,4,330932,092,9B,2,1,182,,382,6,TI,C,PUERTA DE ARGANDA,28,079,MADRID,A,Calle de San Cipriano N 85,20020220,20000107,,5750.268,54.34,4,91,39,,,4__9_B____2_IT_1_4_182__382_TI_C_6,,,,4__9_B__,4__9_B____2_IT_1,4_182,4_182_,4_182_382
255,4_354329_182__379_T,20150709,4,354329,091,9A,1,1,182,,379,24,TI,T,PUERTA DE ARGANDA,28,079,MADRID,A,Calle de San Cipriano N 85,20150325,20150325,,652.745,26.81,4,91,39,,,4__9_A____1_IT_1_4_182__379_TI_T_24,,,,4__9_A__,4__9_A____1_IT_1,4_182,4_182_,4_182_379
256,4_336280_187__391_I,20150709,4,336280,101,10a,1,1,187,,391,2,TI,I,FUENCARRAL,28,079,MADRID,A,Calle de la Fuente Chica N 21,20070425,20070426,,774.06427894722,31.12,4,93,440,,,4__10_A____1_IT_1_4_187__391_TI_I_2,,,,4__10_A__,4__10_A____1_IT_1,4_187,4_187_,4_187_391
257,4_336281_187__392_I,20150709,4,336281,101,10a,2,1,187,,392,20,TI,I,FUENCARRAL,28,079,MADRID,A,Calle de la Fuente Chica N 21,20070425,20070426,,1427.681,31.12,4,93,440,,,4__10_A____2_IT_1_4_187__392_TI_I_20,,,,4__10_A__,4__10_A____2_IT_1,4_187,4_187_,4_187_392
258,4_336280_188__393_I,20150709,4,336280,101,10a,1,1,188,,393,3,TI,I,BEGOÑA,28,079,MADRID,A,Paseo de la Castellana N 261,20070425,20070426,,1426.99357283185,31.12,4,92,28,,,4__10_A____1_IT_1_4_188__393_TI_I_3,,,,4__10_A__,4__10_A____1_IT_1,4_188,4_188_,4_188_393
259,4_336281_188__394_I,20150709,4,336281,101,10a,2,1,188,,394,19,TI,I,BEGOÑA,28,079,MADRID,A,Paseo de la Castellana N 261,20070425,20070426,,1028.301,31.12,4,92,28,,,4__10_A____2_IT_1_4_188__394_TI_I_19,,,,4__10_A__,4__10_A____2_IT_1,4_188,4_188_,4_188_394
260,4_336280_189__395_I,20150709,4,336280,101,10a,1,1,189,,395,4,TI,I,CHAMARTIN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20070425,20070426,,1032.49338775444,31.12,4,90,25,,,4__10_A____1_IT_1_4_189__395_TI_I_4,,,,4__10_A__,4__10_A____1_IT_1,4_189,4_189_,4_189_395
261,4_336281_189__396_I,20150709,4,336281,101,10a,2,1,189,,396,18,TI,I,CHAMARTIN,28,079,MADRID,A,Calle de Agustín de Foxá N 40,20070425,20070426,,838.479,31.12,4,90,25,,,4__10_A____2_IT_1_4_189__396_TI_I_18,,,,4__10_A__,4__10_A____2_IT_1,4_189,4_189_,4_189_396
262,4_336280_191__399_I,20150709,4,336280,101,10a,1,1,191,,399,6,TI,I,CUZCO,28,079,MADRID,A,Paseo de la Castellana N 162,20070425,20070426,,914.896410323932,31.12,4,93,180,,,4__10_A____1_IT_1_4_191__399_TI_I_6,,,,4__10_A__,4__10_A____1_IT_1,4_191,4_191_,4_191_399
263,4_336281_191__400_I,20150709,4,336281,101,10a,2,1,191,,400,16,TI,I,CUZCO,28,079,MADRID,A,Paseo de la Castellana N 162,20070425,20070426,,795.975,31.12,4,93,180,,,4__10_A____2_IT_1_4_191__400_TI_I_16,,,,4__10_A__,4__10_A____2_IT_1,4_191,4_191_,4_191_400
264,4_336280_192__401_I,20150709,4,336280,101,10a,1,1,192,,401,7,TI,I,SANTIAGO BERNABEU,28,079,MADRID,A,Paseo de la Castellana N 97,20070425,20070426,,796.313120967398,31.12,4,92,342,,,4__10_A____1_IT_1_4_192__401_TI_I_7,,,,4__10_A__,4__10_A____1_IT_1,4_192,4_192_,4_192_401
265,4_336281_192__402_I,20150709,4,336281,101,10a,2,1,192,,402,15,TI,I,SANTIAGO BERNABEU,28,079,MADRID,A,Paseo de la Castellana N 97,20070425,20070426,,792.513,31.12,4,92,342,,,4__10_A____2_IT_1_4_192__402_TI_I_15,,,,4__10_A__,4__10_A____2_IT_1,4_192,4_192_,4_192_402
266,4_283380_122__257_I,20150709,4,283380,061,6-1,1,1,122,,257,20,TI,I,GUZMAN EL BUENO,28,079,MADRID,A,Calle de Guzmán el Bueno N 118,19990701,19950508,,744.435,25.65,4,93,225,,,4__6_1____1_IT_1_4_122__257_TI_I_20,,,,4__6_1__,4__6_1____1_IT_1,4_122,4_122_,4_122_257
267,4_283587_122__258_I,20150709,4,283587,062,6-2,1,1,122,,258,10,TI,I,GUZMAN EL BUENO,28,079,MADRID,A,Calle de Guzmán el Bueno N 118,19990701,19950508,,635.697,25.57,4,93,225,,,4__6_2____1_IT_1_4_122__258_TI_I_10,,,,4__6_2__,4__6_2____1_IT_1,4_122,4_122_,4_122_258
268,4_283380_121__255_I,20150709,4,283380,061,6-1,1,1,121,,255,19,TI,I,CUATRO CAMINOS,28,079,MADRID,A,Gta de Cuatro Caminos N 9,19990701,19950508,,760.84,25.65,4,91,40,,,4__6_1____1_IT_1_4_121__255_TI_I_19,,,,4__6_1__,4__6_1____1_IT_1,4_121,4_121_,4_121_255
269,4_283587_121__256_I,20150709,4,283587,062,6-2,1,1,121,,256,11,TI,I,CUATRO CAMINOS,28,079,MADRID,A,Gta de Cuatro Caminos N 9,19990701,19950508,,747.424,25.57,4,91,40,,,4__6_2____1_IT_1_4_121__256_TI_I_11,,,,4__6_2__,4__6_2____1_IT_1,4_121,4_121_,4_121_256
270,4_283380_123__259_I,20150709,4,283380,061,6-1,1,1,123,,259,21,TI,I,METROPOLITANO,28,079,MADRID,A,Avda de Gregorio del Amo N 4,19990701,19950508,,637.731,25.65,4,93,273,,,4__6_1____1_IT_1_4_123__259_TI_I_21,,,,4__6_1__,4__6_1____1_IT_1,4_123,4_123_,4_123_259
271,4_283587_123__260_I,20150709,4,283587,062,6-2,1,1,123,,260,9,TI,I,METROPOLITANO,28,079,MADRID,A,Avda de Gregorio del Amo N 4,19990701,19950508,,695.387,25.57,4,93,273,,,4__6_2____1_IT_1_4_123__260_TI_I_9,,,,4__6_2__,4__6_2____1_IT_1,4_123,4_123_,4_123_260
272,4_283380_125__263_I,20150709,4,283380,061,6-1,1,1,125,,263,23,TI,I,MONCLOA,28,079,MADRID,A,Paseo de Moret N 1,19990701,19950508,,1310.347,25.65,4,90,14,,,4__6_1____1_IT_1_4_125__263_TI_I_23,,,,4__6_1__,4__6_1____1_IT_1,4_125,4_125_,4_125_263
273,4_283587_125__264_I,20150709,4,283587,062,6-2,1,1,125,,264,7,TI,I,MONCLOA,28,079,MADRID,A,Paseo de Moret N 1,19990701,19950508,,551.606,25.57,4,90,14,,,4__6_2____1_IT_1_4_125__264_TI_I_7,,,,4__6_2__,4__6_2____1_IT_1,4_125,4_125_,4_125_264
274,4_283380_126__265_I,20150709,4,283380,061,6-1,1,1,126,,265,24,TI,I,ARGÜELLES,28,079,MADRID,A,Calle de Alberto Aguilera N 72,19990701,19950508,,553.161,25.65,4,92,68,,,4__6_1____1_IT_1_4_126__265_TI_I_24,,,,4__6_1__,4__6_1____1_IT_1,4_126,4_126_,4_126_265
275,4_283587_126__266_I,20150709,4,283587,062,6-2,1,1,126,,266,6,TI,I,ARGÜELLES,28,079,MADRID,A,Calle de Alberto Aguilera N 72,19990701,19950508,,1353.567,25.57,4,92,68,,,4__6_2____1_IT_1_4_126__266_TI_I_6,,,,4__6_2__,4__6_2____1_IT_1,4_126,4_126_,4_126_266
276,4_283380_127__267_I,20150709,4,283380,061,6-1,1,1,127,,267,25,TI,I,PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 2,19990701,19950508,,1354.014,25.65,4,90,18,,,4__6_1____1_IT_1_4_127__267_TI_I_25,,,,4__6_1__,4__6_1____1_IT_1,4_127,4_127_,4_127_267
277,4_283587_127__268_I,20150709,4,283587,062,6-2,1,1,127,,268,5,TI,I,PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 2,19990701,19950508,,1132.651,25.57,4,90,18,,,4__6_2____1_IT_1_4_127__268_TI_I_5,,,,4__6_2__,4__6_2____1_IT_1,4_127,4_127_,4_127_268
278,4_283380_128__269_I,20150709,4,283380,061,6-1,1,1,128,,269,26,TI,I,PUERTA DEL ANGEL,28,079,MADRID,A,Paseo de Extremadura N 26,19990701,19950508,,1140.39,25.65,4,93,306,,,4__6_1____1_IT_1_4_128__269_TI_I_26,,,,4__6_1__,4__6_1____1_IT_1,4_128,4_128_,4_128_269
279,4_283587_128__270_I,20150709,4,283587,062,6-2,1,1,128,,270,4,TI,I,PUERTA DEL ANGEL,28,079,MADRID,A,Paseo de Extremadura N 26,19990701,19950508,,1034.391,25.57,4,93,306,,,4__6_2____1_IT_1_4_128__270_TI_I_4,,,,4__6_2__,4__6_2____1_IT_1,4_128,4_128_,4_128_270
280,4_283380_129__271_I,20150709,4,283380,061,6-1,1,1,129,,271,27,TI,I,ALTO DE EXTREMADURA,28,079,MADRID,A,Paseo de Extremadura N 154,19990701,19950508,,1032.064,25.65,4,93,135,,,4__6_1____1_IT_1_4_129__271_TI_I_27,,,,4__6_1__,4__6_1____1_IT_1,4_129,4_129_,4_129_271
281,4_283587_129__272_I,20150709,4,283587,062,6-2,1,1,129,,272,3,TI,I,ALTO DE EXTREMADURA,28,079,MADRID,A,Paseo de Extremadura N 154,19990701,19950508,,941.598,25.57,4,93,135,,,4__6_2____1_IT_1_4_129__272_TI_I_3,,,,4__6_2__,4__6_2____1_IT_1,4_129,4_129_,4_129_272
282,4_283380_130__273_I,20150709,4,283380,061,6-1,1,1,130,,273,28,TI,I,LUCERO,28,079,MADRID,A,Calle de las Higueras N 47,19990701,19950508,,937.219,25.65,4,93,262,,,4__6_1____1_IT_1_4_130__273_TI_I_28,,,,4__6_1__,4__6_1____1_IT_1,4_130,4_130_,4_130_273
283,4_283587_130__274_I,20150709,4,283587,062,6-2,1,1,130,,274,2,TI,I,LUCERO,28,079,MADRID,A,Calle de las Higueras N 47,19990701,19950508,,784.884,25.57,4,93,262,,,4__6_2____1_IT_1_4_130__274_TI_I_2,,,,4__6_2__,4__6_2____1_IT_1,4_130,4_130_,4_130_274
284,4_336332_132__277_I,20150709,4,336332,071,7a,1,1,132,,277,2,TI,I,LAS MUSAS,28,079,MADRID,A,Avda de Niza N 61,20070507,20070505,,1053.3618,27.77,4,93,255,,,4__7_A____1_IT_1_4_132__277_TI_I_2,,,,4__7_A__,4__7_A____1_IT_1,4_132,4_132_,4_132_277
285,4_336333_132__278_I,20150709,4,336333,071,7a,2,1,132,,278,22,TI,I,LAS MUSAS,28,079,MADRID,A,Avda de Niza N 61,20070507,20070505,,866.723,27.77,4,93,255,,,4__7_A____2_IT_1_4_132__278_TI_I_22,,,,4__7_A__,4__7_A____2_IT_1,4_132,4_132_,4_132_278
286,4_336332_133__279_I,20150709,4,336332,071,7a,1,1,133,,279,3,TI,I,SAN BLAS,28,079,MADRID,A,Calle de Pobladura del Valle N 27,20070507,20070505,,869.567,27.77,4,93,326,,,4__7_A____1_IT_1_4_133__279_TI_I_3,,,,4__7_A__,4__7_A____1_IT_1,4_133,4_133_,4_133_279
287,4_336333_133__280_I,20150709,4,336333,071,7a,2,1,133,,280,21,TI,I,SAN BLAS,28,079,MADRID,A,Calle de Pobladura del Valle N 27,20070507,20070505,,839.048,27.77,4,93,326,,,4__7_A____2_IT_1_4_133__280_TI_I_21,,,,4__7_A__,4__7_A____2_IT_1,4_133,4_133_,4_133_280
288,4_336332_134__281_I,20150709,4,336332,071,7a,1,1,134,,281,4,TI,I,SIMANCAS,28,079,MADRID,A,Calle del Castillo de Madrigal de las Altas Torres N 15,20070507,20070505,,843.958,27.77,4,93,346,,,4__7_A____1_IT_1_4_134__281_TI_I_4,,,,4__7_A__,4__7_A____1_IT_1,4_134,4_134_,4_134_281
289,4_336333_134__282_I,20150709,4,336333,071,7a,2,1,134,,282,20,TI,I,SIMANCAS,28,079,MADRID,A,Calle del Castillo de Madrigal de las Altas Torres N 15,20070507,20070505,,813.718,27.77,4,93,346,,,4__7_A____2_IT_1_4_134__282_TI_I_20,,,,4__7_A__,4__7_A____2_IT_1,4_134,4_134_,4_134_282
290,4_336332_136__285_I,20150709,4,336332,071,7a,1,1,136,,285,6,TI,I,ASCAO,28,079,MADRID,A,Calle de Ascao N 29,20070507,20070505,,788.088,27.77,4,93,146,,,4__7_A____1_IT_1_4_136__285_TI_I_6,,,,4__7_A__,4__7_A____1_IT_1,4_136,4_136_,4_136_285
291,4_336333_136__286_I,20150709,4,336333,071,7a,2,1,136,,286,18,TI,I,ASCAO,28,079,MADRID,A,Calle de Ascao N 29,20070507,20070505,,706.655,27.77,4,93,146,,,4__7_A____2_IT_1_4_136__286_TI_I_18,,,,4__7_A__,4__7_A____2_IT_1,4_136,4_136_,4_136_286
292,4_336332_137__287_I,20150709,4,336332,071,7a,1,1,137,,287,7,TI,I,PUEBLO NUEVO,28,079,MADRID,A,Calle de Alcalá N 372,20070507,20070505,,706.009,27.77,4,93,305,,,4__7_A____1_IT_1_4_137__287_TI_I_7,,,,4__7_A__,4__7_A____1_IT_1,4_137,4_137_,4_137_287
293,4_336333_137__288_I,20150709,4,336333,071,7a,2,1,137,,288,17,TI,I,PUEBLO NUEVO,28,079,MADRID,A,Calle de Alcalá N 372,20070507,20070505,,983.841,27.77,4,93,305,,,4__7_A____2_IT_1_4_137__288_TI_I_17,,,,4__7_A__,4__7_A____2_IT_1,4_137,4_137_,4_137_288
294,4_336332_139__292_I,20150709,4,336332,071,7a,1,1,139,,292,9,TI,I,PARQUE DE LAS AVENIDAS,28,079,MADRID,A,Avda de Bruselas N 56,20070507,20070505,,925.965,27.77,4,93,289,,,4__7_A____1_IT_1_4_139__292_TI_I_9,,,,4__7_A__,4__7_A____1_IT_1,4_139,4_139_,4_139_292
295,4_336333_139__293_I,20150709,4,336333,071,7a,2,1,139,,293,15,TI,I,PARQUE DE LAS AVENIDAS,28,079,MADRID,A,Avda de Bruselas N 56,20070507,20070505,,725.644,27.77,4,93,289,,,4__7_A____2_IT_1_4_139__293_TI_I_15,,,,4__7_A__,4__7_A____2_IT_1,4_139,4_139_,4_139_293
296,4_336332_140__294_I,20150709,4,336332,071,7a,1,1,140,,294,10,TI,I,CARTAGENA,28,079,MADRID,A,Avda de América N 35,20070507,20070505,,720.828,27.77,4,93,167,,,4__7_A____1_IT_1_4_140__294_TI_I_10,,,,4__7_A__,4__7_A____1_IT_1,4_140,4_140_,4_140_294
297,4_336333_140__295_I,20150709,4,336333,071,7a,2,1,140,,295,14,TI,I,CARTAGENA,28,079,MADRID,A,Avda de América N 35,20070507,20070505,,709.802,27.77,4,93,167,,,4__7_A____2_IT_1_4_140__295_TI_I_14,,,,4__7_A__,4__7_A____2_IT_1,4_140,4_140_,4_140_295
298,4_336332_141__296_I,20150709,4,336332,071,7a,1,1,141,,296,11,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20070507,20070505,,718.249,27.77,4,90,4,,,4__7_A____1_IT_1_4_141__296_TI_I_11,,,,4__7_A__,4__7_A____1_IT_1,4_141,4_141_,4_141_296
299,4_336333_141__297_I,20150709,4,336333,071,7a,2,1,141,,297,13,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20070507,20070505,,1103.585,27.77,4,90,4,,,4__7_A____2_IT_1_4_141__297_TI_I_13,,,,4__7_A__,4__7_A____2_IT_1,4_141,4_141_,4_141_297
300,4_336332_144__303_I,20150709,4,336332,071,7a,1,1,144,,303,14,TI,I,CANAL,28,079,MADRID,A,Calle de Cea Bermúdez N 1,20070507,20070505,,479.786,27.77,4,93,163,,,4__7_A____1_IT_1_4_144__303_TI_I_14,,,,4__7_A__,4__7_A____1_IT_1,4_144,4_144_,4_144_303
301,4_336333_144__304_I,20150709,4,336333,071,7a,2,1,144,,304,10,TI,I,CANAL,28,079,MADRID,A,Calle de Cea Bermúdez N 1,20070507,20070505,,750.381,27.77,4,93,163,,,4__7_A____2_IT_1_4_144__304_TI_I_10,,,,4__7_A__,4__7_A____2_IT_1,4_144,4_144_,4_144_304
302,4_336314_158__331_I,20150709,4,336314,008,8,1,1,158,,331,5,TI,I,CAMPO DE LAS NACIONES,28,079,MADRID,A,Avda del Partenón N 5,20070503,20070503,,2214.535,43.29,4,92,162,,,4__8_____1_IT_1_4_158__331_TI_I_5,,,,4__8___,4__8_____1_IT_1,4_158,4_158_,4_158_331
303,4_336315_158__332_I,20150709,4,336315,008,8,2,1,158,,332,4,TI,I,CAMPO DE LAS NACIONES,28,079,MADRID,A,Avda del Partenón N 5,20070503,20070503,,4064.644,43.29,4,92,162,,,4__8_____2_IT_1_4_158__332_TI_I_4,,,,4__8___,4__8_____2_IT_1,4_158,4_158_,4_158_332
304,4_354329_161__337_I,20150709,4,354329,091,9A,1,1,161,,337,3,TI,I,HERRERA ORIA,28,079,MADRID,A,Calle de Valencia de Don Juan N 1,20150325,20150325,,1213.2967,26.81,4,93,227,,,4__9_A____1_IT_1_4_161__337_TI_I_3,,,,4__9_A__,4__9_A____1_IT_1,4_161,4_161_,4_161_337
305,4_354330_161__338_I,20150709,4,354330,091,9A,2,1,161,,338,22,TI,I,HERRERA ORIA,28,079,MADRID,A,Calle de Valencia de Don Juan N 1,20150325,20150325,,962.976,26.81,4,93,227,,,4__9_A____2_IT_1_4_161__338_TI_I_22,,,,4__9_A__,4__9_A____2_IT_1,4_161,4_161_,4_161_338
306,4_335631_89__182_I,20150709,4,335631,005,5,1,1,89,,182,18,TI,I,OPERA,28,079,MADRID,A,Plaza de Isabel II N 9,20061123,20061124,,496.399,23.38,4,92,31,,,4__5_____1_IT_1_4_89__182_TI_I_18,,,,4__5___,4__5_____1_IT_1,4_89,4_89_,4_89_182
307,4_335632_89__183_I,20150709,4,335632,005,5,2,1,89,,183,15,TI,I,OPERA,28,079,MADRID,A,Plaza de Isabel II N 9,20061123,20061124,,752.544,23.38,4,92,31,,,4__5_____2_IT_1_4_89__183_TI_I_15,,,,4__5___,4__5_____2_IT_1,4_89,4_89_,4_89_183
308,4_335631_91__186_I,20150709,4,335631,005,5,1,1,91,,186,20,TI,I,PUERTA DE TOLEDO,28,079,MADRID,A,Gta de Puerta de Toledo N 1,20061123,20061124,,597.455,23.38,4,93,55,,,4__5_____1_IT_1_4_91__186_TI_I_20,,,,4__5___,4__5_____1_IT_1,4_91,4_91_,4_91_186
309,4_335632_91__187_I,20150709,4,335632,005,5,2,1,91,,187,13,TI,I,PUERTA DE TOLEDO,28,079,MADRID,A,Gta de Puerta de Toledo N 1,20061123,20061124,,881.582,23.38,4,93,55,,,4__5_____2_IT_1_4_91__187_TI_I_13,,,,4__5___,4__5_____2_IT_1,4_91,4_91_,4_91_187
310,4_283380_104__214_T,20150709,4,283380,061,6-1,1,1,104,,214,29,TI,T,LAGUNA,28,079,MADRID,A,Calle de Cuart de Poblet N 1,19990701,19950508,,783.114,25.65,4,92,83,,,4__6_1____1_IT_1_4_104__214_TI_T_29,,,,4__6_1__,4__6_1____1_IT_1,4_104,4_104_,4_104_214
311,4_283587_104__215_T,20150709,4,283587,062,6-2,1,1,104,,215,29,TI,T,LAGUNA,28,079,MADRID,A,Calle de Cuart de Poblet N 1,19990701,19950508,,691.095,25.57,4,92,83,,,4__6_2____1_IT_1_4_104__215_TI_T_29,,,,4__6_2__,4__6_2____1_IT_1,4_104,4_104_,4_104_215
312,4_283380_105__217_I,20150709,4,283380,061,6-1,1,1,105,,217,2,TI,I,CARPETANA,28,079,MADRID,A,Calle   Vía Carpetana N 141,19990701,19950508,,688.044,25.65,4,93,166,,,4__6_1____1_IT_1_4_105__217_TI_I_2,,,,4__6_1__,4__6_1____1_IT_1,4_105,4_105_,4_105_217
313,4_283587_105__218_I,20150709,4,283587,062,6-2,1,1,105,,218,28,TI,I,CARPETANA,28,079,MADRID,A,Calle   Vía Carpetana N 141,19990701,19950508,,896.849,25.57,4,93,166,,,4__6_2____1_IT_1_4_105__218_TI_I_28,,,,4__6_2__,4__6_2____1_IT_1,4_105,4_105_,4_105_218
314,4_283380_107__222_I,20150709,4,283380,061,6-1,1,1,107,,222,4,TI,I,OPAÑEL,28,079,MADRID,A,Calle del Valle de Oro N 50A,19990701,19950508,,765.092,25.65,4,93,285,,,4__6_1____1_IT_1_4_107__222_TI_I_4,,,,4__6_1__,4__6_1____1_IT_1,4_107,4_107_,4_107_222
315,4_283587_107__223_I,20150709,4,283587,062,6-2,1,1,107,,223,26,TI,I,OPAÑEL,28,079,MADRID,A,Calle del Valle de Oro N 50A,19990701,19950508,,689.24,25.57,4,93,285,,,4__6_2____1_IT_1_4_107__223_TI_I_26,,,,4__6_2__,4__6_2____1_IT_1,4_107,4_107_,4_107_223
316,4_283380_108__224_I,20150709,4,283380,061,6-1,1,1,108,,224,5,TI,I,PLAZA ELIPTICA,28,079,MADRID,A,Plaza de Fernández Ladreda N 2,19990701,19950508,,687.474,25.65,4,90,36,,,4__6_1____1_IT_1_4_108__224_TI_I_5,,,,4__6_1__,4__6_1____1_IT_1,4_108,4_108_,4_108_224
317,4_283587_108__225_I,20150709,4,283587,062,6-2,1,1,108,,225,25,TI,I,PLAZA ELIPTICA,28,079,MADRID,A,Plaza de Fernández Ladreda N 2,19990701,19950508,,961.72,25.57,4,90,36,,,4__6_2____1_IT_1_4_108__225_TI_I_25,,,,4__6_2__,4__6_2____1_IT_1,4_108,4_108_,4_108_225
318,4_283380_110__229_I,20150709,4,283380,061,6-1,1,1,110,,229,7,TI,I,LEGAZPI,28,079,MADRID,A,Plaza de Legazpi N 2B,19990701,19950508,,989.922,25.65,4,92,11,,,4__6_1____1_IT_1_4_110__229_TI_I_7,,,,4__6_1__,4__6_1____1_IT_1,4_110,4_110_,4_110_229
